ID,final_result,d_male,d_female,Age as of Academic Year 17/18,d_currentyear_FS1,d_currentyear_FS2,d_Grade1-3,d_Grade4-7,d_Grade8-9,d_grade10-11,d_y1-5,d_y6-7,dy89,y10-12,dKG1,d_KG2,d_school1_currentstudent,d_school2_currentstudent,d_New_Admission 18/19,d_previouscurriculum,d_school1,d_school2,americancurr,britishcurr,Math-exam,Science-exam,English-exam,Math19-1,Science19-1,English19-1,Math19-2,Science19-2,English19-2,Math19-3,Science19-3,English19-3,Math20-1,Science20-1,English20-1,Science20-2,English20-2,Science20-3,English20-3
143,Pass with distinction,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,62,80,90,88,75,58,82,67,80,66,52,69,68,85,90,82,85,70,93
144,Pass with distinction,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,92,81,87,79,73,61,70,66,62,72,55,53,82,70,84,77,71,72,99
145,Pass with distinction,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,76,65,90,55,67,93,64,81,88,93,84,93,72,66,88,94,73,88,84
146,Pass with distinction,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,67,64,74,74,50,86,56,89,74,67,61,74,83,90,78,79,84,74,73
147,Pass with distinction,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,91,60,80,82,84,92,89,76,77,65,69,78,66,94,88,75,69,84,73
148,Pass with distinction,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,68,68,57,68,71,60,95,58,65,68,84,86,61,67,94,97,78,80,94
149,Pass with distinction,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,94,61,91,62,73,59,66,87,75,88,71,93,77,89,83,71,85,89,92
150,Pass with distinction,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,77,74,53,63,62,54,85,62,62,78,95,57,84,93,66,94,86,86,98
151,Pass with distinction,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,91,75,55,89,82,54,64,73,94,55,75,73,82,71,91,71,93,88,83
152,Pass with distinction,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,90,95,91,57,69,73,64,68,63,95,66,71,77,93,88,72,98,70,84
153,Pass with distinction,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,90,61,85,81,57,80,84,75,90,52,51,69,62,86,64,76,98,70,93
154,Pass with distinction,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,82,66,94,68,55,64,73,58,68,55,64,76,83,86,64,85,82,89,74
155,Pass with distinction,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,74,65,85,87,69,79,81,94,90,95,53,81,94,68,68,84,93,90,95
156,Pass with distinction,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,68,62,84,67,82,57,93,60,74,63,81,56,68,91,73,89,74,92,95
157,Pass with distinction,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,62,73,72,61,65,81,59,75,87,73,50,57,87,61,60,77,81,97,82
158,Pass with distinction,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,53,78,82,65,54,78,79,91,76,83,50,91,78,68,92,72,69,99,72
159,Pass with distinction,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,83,68,64,62,61,93,72,83,68,62,58,81,80,94,61,70,92,81,98
160,Pass with distinction,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,91,78,76,58,73,74,86,79,68,71,79,66,89,72,67,95,79,75,77
161,Pass with distinction,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,93,56,75,68,79,60,72,55,55,82,88,87,89,94,82,99,80,78,79
162,Pass with distinction,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,62,72,94,74,92,63,64,82,66,82,87,68,89,81,95,77,88,90,77
163,Pass with distinction,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,77,59,79,90,87,66,69,60,92,95,77,72,70,84,64,99,77,70,71
164,Pass with distinction,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,78,65,80,91,57,80,60,90,95,93,74,89,68,66,65,87,93,73,98
165,Pass with distinction,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,52,60,84,63,63,91,56,62,94,84,78,61,74,76,77,93,90,95,69
166,Pass with distinction,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,88,60,83,50,84,52,76,62,83,89,57,62,70,78,83,94,95,72,99
167,Pass with distinction,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,89,84,88,59,72,94,95,60,62,58,66,74,85,79,65,91,76,92,94
168,Pass with distinction,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,70,63,86,68,89,71,55,75,74,84,82,74,71,70,69,73,95,95,81
169,Pass with distinction,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,87,80,81,78,76,73,79,77,80,97,83,77,79,75,76,90,87,88,86
170,Pass with distinction,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,61,71,65,71,55,67,83,71,85,81,52,82,75,93,62,70,89,86,82
171,Pass with distinction,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,50,61,51,51,82,85,77,64,74,51,73,90,78,81,87,86,88,81,99
172,Pass with distinction,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,57,60,52,92,84,94,95,63,65,89,95,53,62,66,80,81,99,96,83
173,Pass with distinction,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,69,74,53,76,73,78,84,55,76,89,87,67,63,62,87,80,77,78,94
174,Pass with distinction,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,75,57,90,80,55,91,95,89,70,85,76,87,69,88,79,79,79,89,87
175,Pass with distinction,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,62,75,73,87,57,51,91,62,82,61,56,74,78,69,88,88,90,93,79
176,Pass with distinction,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,80,50,58,50,93,77,61,95,88,79,91,54,60,84,70,98,83,82,85
177,Pass with distinction,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,52,62,87,67,91,93,91,56,57,63,69,55,75,61,72,94,90,99,81
178,Pass,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,56,68,54,51,62,69,67,94,63,65,82,95,60,86,92,70,73,69,73
179,Pass with distinction,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,65,69,81,72,85,83,64,80,94,55,88,82,84,76,64,87,86,78,80
180,Pass with distinction,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,86,52,79,84,84,80,66,64,77,61,73,59,84,60,84,96,90,77,88
181,Pass with distinction,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,56,82,59,81,76,54,67,90,72,72,78,56,60,92,79,86,82,69,91
182,Pass with distinction,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,95,70,54,88,71,76,95,66,58,64,53,65,74,83,60,89,71,91,83
183,Pass with distinction,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,75,73,86,67,58,62,62,83,93,64,88,55,61,88,95,98,94,96,85
184,Pass with distinction,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,71,77,71,70,71,95,57,93,76,80,54,82,67,69,93,98,69,91,88
185,Pass with distinction,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,74,75,90,69,76,85,69,66,74,92,83,79,69,92,67,69,89,90,81
186,Pass with distinction,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,69,57,77,93,73,92,71,91,74,71,81,80,76,61,83,85,90,93,95
187,Pass with distinction,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,89,62,73,83,84,51,67,90,74,71,92,91,73,88,75,88,96,83,89
188,Pass with distinction,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,65,85,56,84,95,59,94,55,59,84,63,63,84,63,60,72,97,85,78
189,Pass with distinction,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,80,91,71,68,53,66,93,61,78,88,80,54,63,92,84,70,98,69,98
190,Pass with distinction,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,68,57,53,53,75,50,70,80,90,86,75,68,61,85,83,99,74,87,88
191,Pass with distinction,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,56,93,89,70,82,66,75,66,82,59,63,91,74,89,83,94,71,92,99
192,Pass with distinction,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,55,52,74,50,52,83,93,60,59,64,60,93,75,66,73,93,92,93,73
193,Pass with distinction,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,59,61,77,61,88,86,71,83,56,63,69,81,74,89,76,90,74,87,84
194,Pass with distinction,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,75,85,83,53,95,56,92,81,81,79,80,79,88,68,73,74,90,85,93
195,Pass with distinction,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,53,92,50,60,78,61,75,88,76,72,57,74,69,89,78,75,81,98,84
196,Pass with distinction,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,77,98,83,85,65,68,79,85,72,83,90,77,96,90,83,95,86,88,84
197,Pass with distinction,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,85,91,87,79,69,53,90,79,84,88,81,62,74,67,93,98,94,91,78
198,Pass with distinction,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,62,91,94,67,54,68,89,79,95,75,74,92,91,91,70,85,85,84,93
199,Pass with distinction,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,82,67,57,91,74,91,57,92,55,67,63,60,69,88,74,69,69,71,92
200,Pass with distinction,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,62,83,66,51,53,88,88,95,67,67,88,85,93,76,76,79,72,95,79
201,Pass with distinction,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,92,100,76,88,82,70,72,68,81,98,90,88,81,76,81,76,76,83,94
202,Pass with distinction,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,85,87,85,85,80,82,75,83,69,84,71,86,86,97,99,90,88,85,96
203,Pass with distinction,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,95,88,70,70,94,81,85,73,82,72,55,56,68,63,95,70,79,98,80
204,Pass with distinction,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,61,66,79,88,66,52,84,68,76,78,65,50,63,70,66,76,96,77,74
205,Pass with distinction,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,52,59,92,50,90,68,82,55,72,59,71,64,80,60,75,89,73,88,84
206,Pass with distinction,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,76,85,56,76,53,73,71,64,82,72,55,56,74,92,89,76,75,98,79
207,Pass with distinction,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,65,94,66,85,75,71,73,62,66,72,71,64,89,86,90,82,75,85,74
208,Pass,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,65,79,92,78,71,55,64,76,74,78,82,80,95,60,85,83,88,82,71
209,Pass,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,77,92,53,94,88,73,94,77,78,58,74,84,87,95,93,90,74,82,89
210,Pass with distinction,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,74,99,89,90,66,66,72,68,65,71,93,75,79,97,87,93,80,84,92
211,Pass with distinction,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,95,52,83,61,72,77,72,73,63,70,86,80,73,75,83,93,90,88,69
212,Pass with distinction,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,89,58,91,66,67,71,66,67,69,60,70,77,82,89,77,77,84,69,86
213,Pass with distinction,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,52,58,74,89,67,69,92,75,67,54,75,88,62,81,89,91,88,99,76
214,Pass with distinction,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,56,55,59,56,50,82,90,82,73,67,71,93,81,88,76,71,92,99,81
215,Pass with distinction,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,73,52,73,86,60,67,73,73,67,88,68,81,66,92,93,96,90,69,82
216,Pass with distinction,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,79,69,81,77,94,72,93,64,91,86,72,89,67,76,74,96,71,97,84
217,Pass with distinction,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,56,73,92,56,70,64,69,59,71,93,50,53,90,69,77,83,71,85,83
218,Pass with distinction,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,55,89,67,88,91,77,60,69,56,91,91,81,77,81,73,78,74,99,69
219,Pass with distinction,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,53,83,56,88,75,63,91,87,79,53,50,83,73,87,95,94,73,85,69
220,Pass with distinction,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,66,84,74,62,74,87,91,86,55,62,87,55,87,83,77,80,90,83,91
221,Pass with distinction,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,68,95,60,67,61,74,86,93,55,58,54,64,93,77,73,69,93,77,85
222,Pass with distinction,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,70,80,63,83,81,92,57,90,80,78,51,79,64,93,68,87,94,80,76
223,Pass with distinction,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,65,56,69,74,82,89,71,64,58,90,72,57,90,78,62,87,96,82,88
224,Pass with distinction,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,91,85,83,59,87,57,74,71,72,83,66,71,86,64,91,85,72,99,89
225,Pass with distinction,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,89,95,59,51,82,58,61,88,67,90,76,50,95,79,86,80,92,93,94
226,Pass with distinction,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,81,54,80,54,92,69,92,61,80,95,67,95,91,71,64,86,76,71,81
227,Pass with distinction,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,52,70,51,78,88,90,95,69,59,95,94,68,85,65,61,97,73,73,89
228,Pass with distinction,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,76,74,92,73,51,53,80,82,62,75,95,79,79,71,64,70,74,78,78
229,Pass with distinction,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,80,61,54,80,65,87,80,61,94,89,75,71,65,92,63,95,76,85,71
230,Pass with distinction,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,77,57,60,50,91,79,80,57,65,61,63,54,77,82,77,95,93,96,91
231,Pass,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,57,71,82,75,89,77,95,92,86,77,68,90,85,73,66,72,85,88,94
232,Pass with distinction,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,79,77,58,67,55,59,67,57,92,59,83,67,70,83,72,95,84,96,84
233,Pass with distinction,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,88,52,70,61,62,75,94,90,95,53,85,57,81,86,74,73,74,97,78
234,Pass with distinction,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,56,50,86,57,64,61,91,94,62,72,88,57,67,63,86,96,69,83,70
235,Pass with distinction,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,63,90,56,74,50,86,60,73,67,82,90,64,90,72,64,94,87,83,77
236,Pass with distinction,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,62,88,83,86,95,67,75,79,82,60,85,75,70,90,73,99,82,97,79
237,Pass with distinction,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,72,70,59,90,66,69,75,70,78,53,58,76,67,60,79,76,70,83,71
238,Pass with distinction,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,50,67,85,50,83,60,94,89,56,93,69,74,68,91,73,86,83,70,73
239,Pass with distinction,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,74,57,70,65,62,65,80,93,95,59,62,63,91,81,80,75,90,87,80
240,Pass with distinction,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,59,85,75,50,88,95,59,63,77,87,83,87,87,87,71,84,79,78,84
241,Pass with distinction,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,76,58,82,69,87,56,71,57,86,81,59,51,72,94,85,78,72,82,92
242,Pass with distinction,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,82,77,52,75,56,94,62,92,72,75,66,64,83,78,94,77,76,71,86
243,Pass with distinction,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,69,64,93,69,50,64,91,90,72,50,59,76,88,81,88,84,76,81,76
244,Pass with distinction,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,57,58,65,92,76,93,91,68,95,93,63,66,73,94,88,79,96,79,81
245,Pass with distinction,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,87,79,91,71,59,92,88,94,57,73,54,71,74,84,76,78,72,80,78
246,Pass with distinction,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,73,67,83,89,93,73,85,65,65,68,72,51,88,83,67,71,84,72,81
247,Pass with distinction,0,1,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,54,80,94,71,56,51,80,66,77,62,54,79,84,94,62,70,84,93,88
248,Pass with distinction,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,94,63,59,61,53,77,84,85,95,87,86,77,63,80,62,94,82,91,74
249,Pass with distinction,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,91,79,81,61,80,78,64,58,64,81,66,91,67,94,80,86,72,91,69
250,Pass with distinction,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,51,57,54,86,55,72,92,74,70,87,52,53,86,75,72,84,92,69,78
251,Pass with distinction,1,0,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,55,73,95,76,77,57,74,78,90,56,93,50,92,73,94,74,85,83,85
252,Pass with distinction,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,51,56,91,59,57,55,58,69,55,56,94,87,92,73,63,80,72,77,92
253,Pass with distinction,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,91,52,79,75,68,82,65,83,56,92,61,79,77,88,67,79,95,82,75
254,Pass with distinction,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,81,50,80,59,61,78,76,63,70,70,59,92,85,88,78,83,95,88,93
255,Pass with distinction,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,66,68,68,60,70,60,74,73,71,90,85,88,73,63,68,93,89,90,91
256,Pass with distinction,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,87,78,83,90,55,60,79,72,95,56,67,50,85,78,78,84,81,79,82
257,Pass with distinction,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,56,63,54,53,95,59,81,62,57,74,75,82,75,85,79,69,79,83,72
258,Pass,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,78,64,88,81,83,88,60,79,82,52,95,71,75,64,78,84,99,96,78
259,Pass with distinction,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,80,60,69,89,85,88,90,64,94,52,82,64,68,63,70,98,86,95,84
260,Pass with distinction,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,65,52,68,53,60,57,67,71,56,52,68,57,64,78,74,78,77,88,97
261,Pass with distinction,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,88,86,86,73,77,83,73,66,69,71,98,85,91,81,79,82,81,86,92
262,Pass with distinction,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,84,75,70,73,67,88,82,80,66,76,90,86,86,82,82,91,80,94,94
263,Pass with distinction,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,69,83,77,86,53,76,65,78,72,79,95,81,95,64,67,96,74,98,77
264,Pass with distinction,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,68,71,51,52,55,68,80,83,75,57,56,93,77,85,88,74,74,98,71
265,Pass with distinction,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,86,87,93,71,86,66,73,83,65,97,98,88,91,91,77,91,88,98,88
266,Pass with distinction,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,63,82,60,89,63,71,65,92,70,69,56,58,78,74,84,82,85,77,98
267,Pass with distinction,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,68,95,83,62,69,50,89,58,82,50,64,80,72,65,63,71,89,90,90
268,Pass with distinction,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,55,50,84,55,79,71,79,76,91,54,77,87,84,93,87,94,93,84,83
269,Pass with distinction,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,79,60,71,51,79,79,78,83,92,79,85,68,89,69,65,91,81,78,78
270,Pass with distinction,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,74,95,90,91,56,90,55,74,67,66,74,87,78,62,73,73,75,82,82
271,Pass with distinction,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,88,59,56,50,59,89,55,62,87,93,79,61,81,82,81,79,86,94,95
272,Pass with distinction,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,75,59,93,52,74,77,76,66,60,57,62,90,91,93,73,92,93,85,83
273,Pass with distinction,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,94,87,88,51,68,78,67,69,65,55,65,70,81,71,71,93,92,80,84
274,Pass with distinction,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,68,92,51,74,85,76,61,81,77,84,94,92,91,60,85,74,87,70,71
275,Pass with distinction,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,86,70,88,77,56,80,87,95,89,68,74,69,91,84,68,94,88,89,78
276,Pass with distinction,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,67,64,54,77,70,82,88,67,95,76,51,88,62,74,67,83,71,77,91
277,Pass with distinction,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,85,81,77,80,92,63,79,64,92,68,93,54,83,74,76,99,85,97,78
278,Pass,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,90,71,58,83,79,51,89,95,92,55,72,85,80,62,91,83,77,82,89
279,Pass with distinction,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,65,75,51,69,52,92,75,79,85,84,64,70,70,82,92,75,96,86,90
280,Pass with distinction,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,56,83,94,76,70,61,92,72,58,61,89,57,95,80,79,85,72,76,82
281,Pass with distinction,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,84,54,50,71,53,69,62,71,57,86,55,86,78,64,69,79,89,79,90
282,Pass with distinction,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,67,73,84,75,73,82,78,92,84,71,70,72,73,86,60,80,88,72,92
283,Pass with distinction,1,0,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,56,89,81,82,92,82,81,87,91,53,59,56,77,65,91,84,75,80,76
284,Pass with distinction,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,52,84,95,90,87,58,76,57,86,82,83,57,85,75,75,85,93,84,90
285,Pass with distinction,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,93,87,94,80,60,88,71,85,87,73,87,95,95,90,95,80,92,94,92
286,Pass with distinction,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,68,79,50,56,60,92,88,59,70,53,72,95,75,85,83,71,98,73,88
287,Pass with distinction,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,69,73,67,82,78,56,87,63,66,60,56,81,79,94,75,97,92,89,94
288,Pass with distinction,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,60,90,92,70,63,91,93,67,72,52,68,69,92,90,65,73,81,69,87
